ConvertedCompYearly,Age,YearsCode,YearsCodePro,Country,EdLevel,DevType,Employment,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,WebframeHaveWorkedWith,ToolsTechHaveWorkedWith
45784.0,35-44 years old,33,17,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Employed, part-time","['JavaScript', 'Python', 'TypeScript']","['Dynamodb', 'PostgreSQL']","['Amazon Web Services (AWS)', 'Vercel']","['FastAPI', 'Node.js', 'React', 'Remix']","['Docker', 'Homebrew', 'pnpm', 'Pulumi']"
61046.0,55-64 years old,44,28,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['Bash/Shell (all shells)', 'C#', 'PowerShell', 'SQL']","['Microsoft SQL Server', 'MongoDB']","['Amazon Web Services (AWS)', 'Microsoft Azure']","['ASP.NET CORE', 'Node.js']","['Docker', 'npm', 'NuGet', 'Visual Studio Solution']"
131472.0,35-44 years old,24,20,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, part-time","['C#', 'HTML/CSS', 'Java', 'JavaScript', 'SQL']","['PostgreSQL', 'SQLite']",['Microsoft Azure'],"['Node.js', 'React', 'Spring Boot']","['Chocolatey', 'Docker', 'Homebrew', 'Kubernetes', 'NuGet', 'Webpack', 'Yarn']"
79491.0,25-34 years old,12,7,Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['C#', 'JavaScript', 'SQL', 'TypeScript']","['Microsoft SQL Server', 'PostgreSQL']","['Amazon Web Services (AWS)', 'Microsoft Azure']","['Angular', 'ASP.NET CORE']","['MSBuild', 'npm', 'NuGet', 'Visual Studio Solution']"
138739.0,55-64 years old,45,35,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",DevOps specialist,"Employed, full-time","['Bash/Shell (all shells)', 'C', 'Go', 'JavaScript', 'PowerShell', 'Python', 'Rust', 'TypeScript']","['BigQuery', 'Cockroachdb', 'PostgreSQL']","['Amazon Web Services (AWS)', 'Google Cloud', 'IBM Cloud Or Watson', 'Microsoft Azure', 'OpenShift', 'VMware']","['Node.js', 'React', 'Spring Boot']","['Ansible', 'Kubernetes', 'Make', 'Maven (build tool)', 'npm', 'Pacman', 'Pip', 'Podman', 'Terraform']"
114074.0,35-44 years old,22,20,Peru,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time",['JavaScript'],['Dynamodb'],['Amazon Web Services (AWS)'],[],"['Docker', 'npm', 'Yarn']"
9552.0,18-24 years old,3,3,Syrian Arab Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, full-stack","Employed, full-time;Student, part-time","['Dart', 'Go', 'HTML/CSS', 'JavaScript', 'Python', 'TypeScript']","['Cloud Firestore', 'Firebase Realtime Database', 'MariaDB', 'MongoDB', 'PostgreSQL', 'Redis', 'SQLite', 'Supabase']","['Heroku', 'Linode, now Akamai', 'PythonAnywhere', 'Supabase', 'Vercel']","['Angular', 'Django', 'Next.js', 'React']","['Docker', 'Make', 'npm', 'Pip', 'pnpm', 'Vite']"
111417.0,35-44 years old,24,18,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['HTML/CSS', 'JavaScript', 'PHP', 'SQL']","['MariaDB', 'MySQL', 'PostgreSQL', 'SQLite']",[],"['Astro', 'Drupal', 'jQuery', 'Node.js', 'Svelte', 'Symfony', 'Vue.js']","['Ansible', 'Composer', 'Docker', 'Homebrew', 'npm', 'Webpack']"
133700.0,18-24 years old,15,5,Switzerland,Some college/university study without earning a degree,"Developer, mobile","Employed, full-time",['Swift'],"['MongoDB', 'PostgreSQL', 'SQLite']","['Amazon Web Services (AWS)', 'Databricks', 'Google Cloud', 'Microsoft Azure', 'OVH']",[],['Docker']
60000.0,25-34 years old,8,6,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Employed, full-time","['Go', 'Java', 'SQL', 'TypeScript']","['Dynamodb', 'MySQL', 'PostgreSQL']",['Amazon Web Services (AWS)'],['Fastify'],"['Kubernetes', 'Make', 'Yarn']"
180000.0,65 years or older,46,38,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['Java', 'JavaScript']","['Microsoft SQL Server', 'Snowflake']",['Microsoft Azure'],"['jQuery', 'Spring Boot']","['Bun', 'Docker', 'Gradle', 'Homebrew', 'Make']"
215.0,35-44 years old,20,20,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Independent contractor, freelancer, or self-employed","['JavaScript', 'Python', 'SQL', 'TypeScript']","['InfluxDB', 'PostgreSQL']","['Amazon Web Services (AWS)', 'Google Cloud']","['Django', 'FastAPI', 'Node.js', 'React']","['Homebrew', 'Pip', 'Terraform']"
135000.0,45-54 years old,25,23,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['Bash/Shell (all shells)', 'C', 'C#', 'C++', 'Go', 'Groovy', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL']",['Microsoft SQL Server'],"['Amazon Web Services (AWS)', 'Microsoft Azure']","['ASP.NET', 'ASP.NET CORE', 'Vue.js']","['MSBuild', 'npm', 'NuGet', 'Webpack']"
54777.0,45-54 years old,30,27,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Employed, full-time","['Java', 'Python', 'Scala', 'SQL']",['Oracle'],[],[],['Maven (build tool)']
100275.0,25-34 years old,10,4,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Employed, full-time","['Bash/Shell (all shells)', 'C', 'C++', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'Scala', 'TypeScript']","['Firebase Realtime Database', 'MariaDB', 'Microsoft SQL Server', 'MongoDB', 'MySQL']","['Amazon Web Services (AWS)', 'Digital Ocean', 'Firebase', 'Google Cloud', 'Microsoft Azure']","['Django', 'Express', 'Flask', 'jQuery', 'Node.js', 'Nuxt.js', 'Vue.js']","['Docker', 'Gradle', 'Kubernetes', 'Ninja', 'npm', 'Pip', 'Vite', 'Webpack', 'Yarn']"
69814.0,25-34 years old,7,3,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",DevOps specialist,"Employed, full-time","['Bash/Shell (all shells)', 'Go', 'JavaScript', 'PowerShell', 'Python', 'TypeScript']","['Elasticsearch', 'MariaDB', 'Microsoft SQL Server', 'MongoDB', 'MySQL', 'PostgreSQL', 'Redis', 'SQLite']","['Cloudflare', 'Microsoft Azure']","['AngularJS', 'Flask', 'jQuery', 'Node.js', 'React', 'Vue.js']","['Ansible', 'Chocolatey', 'Docker', 'Gradle', 'Kubernetes', 'Make', 'Maven (build tool)', 'npm', 'Pip', 'Podman']"
79279.0,25-34 years old,12,5,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['Bash/Shell (all shells)', 'HTML/CSS', 'JavaScript', 'Perl', 'Rust', 'SQL', 'TypeScript']","['MySQL', 'PostgreSQL']",['Google Cloud'],"['Angular', 'Node.js', 'Vue.js']","['APT', 'Docker', 'Homebrew', 'Kubernetes', 'npm', 'Pacman', 'Terraform', 'Vite']"
180000.0,25-34 years old,7,4,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['JavaScript', 'Python', 'SQL', 'TypeScript']",['MySQL'],"['Amazon Web Services (AWS)', 'Google Cloud', 'Vercel']","['Django', 'Express', 'FastAPI', 'Next.js', 'React']","['Docker', 'Homebrew', 'Kubernetes', 'pnpm', 'Terraform']"
56633.0,18-24 years old,7,4,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Student, part-time;Employed, part-time","['Java', 'JavaScript', 'MATLAB', 'SQL', 'TypeScript']","['H2', 'MySQL', 'Oracle', 'PostgreSQL', 'Redis']",[],"['Angular', 'Spring Boot']","['Ansible', 'Docker', 'Gradle', 'Make', 'Maven (build tool)', 'npm', 'Puppet']"
128887.0,35-44 years old,25,19,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Engineering manager,"Employed, full-time","['Bash/Shell (all shells)', 'Go', 'HTML/CSS', 'TypeScript']","['BigQuery', 'PostgreSQL', 'Redis']",['Google Cloud'],"['React', 'Spring Boot']","['Docker', 'Homebrew', 'Kubernetes', 'Make', 'Terraform', 'Vite']"
132.0,55-64 years old,36,35,Australia,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",System administrator,"Independent contractor, freelancer, or self-employed","['Bash/Shell (all shells)', 'C', 'C++', 'Go', 'JavaScript', 'SQL']","['Firebird', 'PostgreSQL']",['Colocation'],['Htmx'],"['Ansible', 'Docker', 'Make', 'npm']"
210000.0,25-34 years old,6,6,United States of America,"Associate degree (A.A., A.S., etc.)","Developer, full-stack","Employed, full-time","['Bash/Shell (all shells)', 'HTML/CSS', 'JavaScript', 'Kotlin', 'Python', 'TypeScript']",['MySQL'],"['Amazon Web Services (AWS)', 'Firebase']","['Django', 'jQuery', 'Node.js', 'React']",['Vite']
101910.0,25-34 years old,12,7,United Kingdom of Great Britain and Northern Ireland,"Associate degree (A.A., A.S., etc.)","Developer, full-stack","Employed, full-time","['C#', 'GDScript', 'JavaScript', 'Kotlin', 'Python', 'TypeScript']","['PostgreSQL', 'SQLite', 'Supabase']","['Amazon Web Services (AWS)', 'Cloudflare', 'Hetzner', 'Supabase', 'Vercel']","['Express', 'Next.js', 'Node.js', 'React']","['Docker', 'Godot', 'Homebrew', 'Kubernetes', 'Vite', 'Yarn']"
65799.0,35-44 years old,24,19,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Project manager,"Employed, full-time",['C#'],[],['Microsoft Azure'],[],"['MSBuild', 'NuGet', 'Visual Studio Solution']"
90000.0,35-44 years old,5,4,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['HTML/CSS', 'JavaScript', 'PHP', 'SQL']","['MariaDB', 'MySQL']",['Digital Ocean'],"['jQuery', 'Laravel', 'Vue.js', 'WordPress']","['npm', 'Webpack']"
90866.0,25-34 years old,5,4,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['Bash/Shell (all shells)', 'C#', 'Go', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']","['Dynamodb', 'Microsoft SQL Server', 'PostgreSQL', 'SQLite']",['Amazon Web Services (AWS)'],"['ASP.NET', 'ASP.NET CORE', 'Blazor', 'Htmx', 'Node.js', 'React', 'Svelte']","['Ant', 'npm', 'NuGet', 'Terraform', 'Webpack']"
42962.0,25-34 years old,11,9,Ukraine,Some college/university study without earning a degree,"Developer, full-stack","Employed, full-time","['HTML/CSS', 'JavaScript', 'PHP', 'SQL']","['Databricks SQL', 'Firebase Realtime Database', 'MongoDB', 'MySQL']",['Amazon Web Services (AWS)'],"['jQuery', 'Node.js', 'WordPress', 'Yii 2']","['Docker', 'Kubernetes']"
95592.0,25-34 years old,20,13,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end","Employed, full-time","['Bash/Shell (all shells)', 'HTML/CSS', 'JavaScript', 'Ruby', 'Rust', 'TypeScript']",[],"['Amazon Web Services (AWS)', 'Digital Ocean']","['Fastify', 'Node.js', 'React', 'Ruby on Rails']","['Homebrew', 'Kubernetes', 'npm', 'Terraform', 'Vite', 'Yarn']"
80555.0,35-44 years old,11,8,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['C', 'C++', 'Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'PowerShell', 'Python', 'SQL', 'TypeScript']","['Elasticsearch', 'H2', 'IBM DB2', 'InfluxDB', 'MariaDB', 'Microsoft SQL Server', 'MySQL', 'PostgreSQL']","['Amazon Web Services (AWS)', 'Firebase', 'OpenShift']","['Angular', 'Django', 'Flask', 'jQuery', 'React', 'Spring Boot']","['Docker', 'Gradle', 'Homebrew', 'Kubernetes', 'Make', 'Maven (build tool)', 'npm', 'Pip']"
96666.0,25-34 years old,8,5,Netherlands,Some college/university study without earning a degree,Cloud infrastructure engineer,"Employed, full-time","['Bash/Shell (all shells)', 'Go', 'Python']",['MongoDB'],"['Google Cloud', 'Vercel']",['FastAPI'],"['Ansible', 'Docker', 'Homebrew', 'Kubernetes', 'Make', 'Pacman', 'Terraform']"
30000.0,35-44 years old,14,14,United Arab Emirates,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Independent contractor, freelancer, or self-employed","['HTML/CSS', 'Java', 'JavaScript', 'PHP', 'SQL']","['MongoDB', 'MySQL', 'PostgreSQL', 'Redis']","['Amazon Web Services (AWS)', 'Heroku']","['jQuery', 'Laravel', 'React']",['Yarn']
220000.0,25-34 years old,12,11,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['HTML/CSS', 'Scala', 'TypeScript']","['Dynamodb', 'MySQL']",['Amazon Web Services (AWS)'],"['Angular', 'Node.js', 'Play Framework']","['Docker', 'npm']"
14.0,25-34 years old,4,3,Argentina,Some college/university study without earning a degree,"Developer, front-end","Employed, full-time;Student, part-time","['GDScript', 'JavaScript', 'SQL', 'TypeScript']","['IBM DB2', 'Microsoft SQL Server', 'Oracle', 'Solr']",[],"['Angular', 'AngularJS']","['Godot', 'npm', 'Webpack']"
24489.0,18-24 years old,10,4,Austria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, back-end","Student, part-time;Employed, part-time","['Assembly', 'C', 'C++', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'SQL']","['MariaDB', 'PostgreSQL', 'Redis']",[],[],"['Ansible', 'Docker']"
280253.0,55-64 years old,48,43,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,Data engineer,"Independent contractor, freelancer, or self-employed","['Python', 'SQL']","['Databricks SQL', 'PostgreSQL']","['Amazon Web Services (AWS)', 'Databricks', 'Google Cloud', 'Microsoft Azure']",['Django'],"['Docker', 'Homebrew']"
67021.0,25-34 years old,10,6,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, AI","Employed, full-time","['Bash/Shell (all shells)', 'Python', 'SQL']","['PostgreSQL', 'SQLite']",['Google Cloud'],[],"['Docker', 'Kubernetes', 'Pip']"
4307.0,18-24 years old,5,Less than 1 year,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Employed, full-time","['C#', 'Go', 'HTML/CSS', 'Java', 'JavaScript']","['Cassandra', 'Dynamodb', 'Elasticsearch', 'Microsoft SQL Server', 'MongoDB', 'MySQL', 'PostgreSQL']","['Amazon Web Services (AWS)', 'Firebase', 'Google Cloud']","['ASP.NET CORE', 'Blazor', 'jQuery', 'React']","['Chocolatey', 'Docker', 'Kubernetes', 'npm', 'NuGet', 'Pip', 'Visual Studio Solution']"
130000.0,25-34 years old,18,15,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Engineering manager,"Employed, full-time","['C', 'C#', 'HTML/CSS', 'JavaScript', 'Python', 'Rust', 'SQL']","['Microsoft SQL Server', 'PostgreSQL', 'Redis', 'SQLite']","['Amazon Web Services (AWS)', 'Cloudflare', 'Google Cloud', 'Microsoft Azure']","['Django', 'Flask', 'jQuery', 'Node.js', 'React', 'Vue.js']","['Chocolatey', 'Docker', 'Homebrew', 'Kubernetes', 'Pip']"
75184.0,25-34 years old,8,4,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['Go', 'Java', 'TypeScript']","['PostgreSQL', 'Presto', 'Supabase']","['Google Cloud', 'Render', 'Vercel']","['Angular', 'Next.js']","['Homebrew', 'Kubernetes', 'Maven (build tool)', 'npm', 'Terraform', 'Vite']"
200000.0,35-44 years old,20,15,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Employed, full-time","['JavaScript', 'Python', 'TypeScript']","['Dynamodb', 'PostgreSQL', 'Presto', 'Redis']",['Amazon Web Services (AWS)'],"['React', 'Svelte']",['Docker']
140000.0,18-24 years old,10,3,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, embedded applications or devices","Employed, full-time","['Assembly', 'Bash/Shell (all shells)', 'C', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'Python', 'Rust']",[],"['Amazon Web Services (AWS)', 'Linode, now Akamai']",['React'],"['APT', 'Docker', 'Make', 'Maven (build tool)', 'Nix', 'npm', 'Podman', 'Vite', 'Webpack', 'Yarn']"
185000.0,18-24 years old,14,4,United States of America,Some college/university study without earning a degree,"Developer, back-end","Employed, full-time","['Assembly', 'C++', 'Elixir', 'Erlang', 'Go', 'JavaScript', 'Kotlin', 'Objective-C', 'Python', 'Rust', 'TypeScript']","['BigQuery', 'Cassandra', 'Clickhouse', 'Elasticsearch', 'PostgreSQL', 'Redis']","['Cloudflare', 'Google Cloud', 'Vultr']","['Deno', 'Express', 'Fastify', 'Next.js', 'Node.js', 'React']","['Docker', 'Gradle', 'Make', 'Ninja', 'Nix', 'npm', 'Pacman', 'Pip', 'pnpm', 'Podman', 'Terraform', 'Vite', 'Yarn']"
27973.0,25-34 years old,18,10,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Educator,"Employed, full-time;Student, part-time","['C', 'C#', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'Python']","['MongoDB', 'MySQL', 'SQLite']",['Google Cloud'],"['Flask', 'jQuery']","['APT', 'Docker', 'Make', 'Pip']"
14356.0,18-24 years old,4,2,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, AI","Employed, full-time","['HTML/CSS', 'JavaScript', 'PowerShell', 'Python', 'SQL']","['Elasticsearch', 'MySQL']",['Amazon Web Services (AWS)'],['FastAPI'],"['Ansible', 'Kubernetes']"
210000.0,35-44 years old,20,12,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Other (please specify):,"Employed, full-time","['Bash/Shell (all shells)', 'Java', 'JavaScript', 'Kotlin', 'Python', 'Rust', 'SQL', 'Swift', 'TypeScript']","['Dynamodb', 'Elasticsearch', 'PostgreSQL', 'Redis']",['Amazon Web Services (AWS)'],"['Node.js', 'React', 'Spring Boot', 'Svelte']","['Dagger', 'Docker', 'Gradle', 'Homebrew', 'Kubernetes', 'Maven (build tool)', 'Nix', 'npm', 'Terraform', 'Vite']"
47796.0,45-54 years old,5,2,France,Some college/university study without earning a degree,"Developer, front-end","Employed, full-time","['HTML/CSS', 'JavaScript', 'PHP', 'TypeScript']",[],[],"['Laravel', 'Node.js', 'Nuxt.js', 'Svelte', 'Vue.js']","['Composer', 'Docker', 'Homebrew', 'npm']"
75184.0,25-34 years old,16,13,Austria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, front-end","Employed, full-time","['HTML/CSS', 'JavaScript', 'TypeScript']",['MariaDB'],['Digital Ocean'],"['Next.js', 'React']","['npm', 'Vite', 'Webpack', 'Yarn']"
73036.0,25-34 years old,14,10,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Employed, full-time;Independent contractor, freelancer, or self-employed","['Elixir', 'Erlang', 'Go', 'JavaScript', 'Python', 'Ruby', 'SQL', 'TypeScript']","['PostgreSQL', 'Redis']",['Amazon Web Services (AWS)'],"['NestJS', 'Phoenix']","['Ansible', 'Yarn']"
170000.0,45-54 years old,23,23,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['C', 'C++', 'JavaScript', 'MATLAB', 'PHP']","['MySQL', 'Oracle', 'PostgreSQL']",['Amazon Web Services (AWS)'],['Laravel'],[]
500000.0,65 years or older,More than 50 years,50,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Research & Development role,"Independent contractor, freelancer, or self-employed","['Bash/Shell (all shells)', 'HTML/CSS', 'JavaScript', 'Perl', 'PHP', 'Python', 'SQL']","['MariaDB', 'MySQL']",[],"['Drupal', 'jQuery']",[]
6000.0,18-24 years old,9,4,Suriname,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, full-stack","Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time","['GDScript', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'SQL', 'TypeScript']","['Cassandra', 'Elasticsearch', 'Microsoft SQL Server', 'MongoDB', 'MySQL', 'Neo4J', 'Oracle', 'PostgreSQL', 'Redis']","['Cloudflare', 'Digital Ocean', 'Google Cloud', 'Heroku']","['Angular', 'Astro', 'Flask', 'Next.js', 'Node.js', 'React', 'Spring Boot']","['APT', 'Chocolatey', 'Docker', 'Godot', 'Gradle', 'Maven (build tool)', 'npm', 'Pacman', 'Pip', 'Yarn']"
123517.0,25-34 years old,7,7,Germany,Some college/university study without earning a degree,"Developer, front-end","Employed, full-time","['HTML/CSS', 'Rust', 'TypeScript']",[],['Vercel'],"['Next.js', 'Node.js', 'React']","['npm', 'Vite', 'Yarn']"
200000.0,45-54 years old,42,25,United States of America,Some college/university study without earning a degree,"Developer, full-stack","Employed, full-time","['C#', 'F#', 'PowerShell', 'Python', 'SQL', 'TypeScript']","['Microsoft SQL Server', 'MongoDB']",[],"['ASP.NET CORE', 'Blazor']","['Chocolatey', 'Docker', 'MSBuild', 'npm', 'NuGet', 'Visual Studio Solution', 'Webpack']"
95000.0,18-24 years old,7,2,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['HTML/CSS', 'Java', 'JavaScript', 'Python', 'Rust', 'SQL', 'TypeScript']","['Dynamodb', 'Elasticsearch']",['Amazon Web Services (AWS)'],"['React', 'Spring Boot']","['Docker', 'Kubernetes', 'Maven (build tool)', 'npm', 'Pip']"
68310.0,25-34 years old,9,5,Germany,Some college/university study without earning a degree,"Developer, full-stack","Employed, full-time","['C', 'C++', 'GDScript', 'HTML/CSS', 'Rust', 'SQL', 'TypeScript']","['Databricks SQL', 'Microsoft SQL Server', 'PostgreSQL', 'SQLite']","['Databricks', 'Microsoft Azure']","['Angular', 'AngularJS', 'ASP.NET', 'ASP.NET CORE', 'Solid.js', 'Vue.js']","['Docker', 'Godot', 'npm', 'NuGet', 'Pacman', 'Vite']"
61921.0,25-34 years old,10,5,Denmark,"Associate degree (A.A., A.S., etc.)","Developer, full-stack","Employed, full-time","['C#', 'JavaScript', 'Lua', 'PowerShell', 'Python', 'SQL', 'TypeScript']",['Microsoft SQL Server'],[],"['Angular', 'ASP.NET CORE']","['MSBuild', 'npm']"
146496.0,25-34 years old,13,12,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['Bash/Shell (all shells)', 'C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL', 'TypeScript']","['Microsoft SQL Server', 'PostgreSQL']",['Amazon Web Services (AWS)'],['Vue.js'],"['Chocolatey', 'Docker', 'npm', 'NuGet', 'Vite', 'Webpack']"
43822.0,18-24 years old,9,4,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, desktop or enterprise applications","Employed, full-time","['Bash/Shell (all shells)', 'C#', 'C++', 'Go', 'HTML/CSS', 'JavaScript', 'Python', 'SQL']","['Microsoft Access', 'Microsoft SQL Server', 'MySQL', 'PostgreSQL']","['Google Cloud', 'Hetzner', 'Microsoft Azure']","['Express', 'Flask', 'Node.js', 'React']","['Docker', 'npm', 'NuGet']"
230000.0,45-54 years old,30,28,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Research & Development role,"Employed, full-time","['C', 'C#']",['SQLite'],['Amazon Web Services (AWS)'],[],['Visual Studio Solution']
62296.0,25-34 years old,8,5,Austria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Student, part-time;Employed, part-time","['Bash/Shell (all shells)', 'C#', 'HTML/CSS', 'JavaScript', 'Python']","['Cloud Firestore', 'Cosmos DB', 'Elasticsearch', 'Microsoft SQL Server']","['Firebase', 'Microsoft Azure']","['Angular', 'ASP.NET CORE', 'Node.js']","['Chocolatey', 'Docker', 'Homebrew', 'Kubernetes', 'npm', 'NuGet', 'Pip']"
51555.0,25-34 years old,12,6,Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['Bash/Shell (all shells)', 'C#', 'Dart', 'Go', 'PowerShell', 'SQL', 'Swift', 'TypeScript']","['Cloud Firestore', 'Elasticsearch', 'Microsoft SQL Server', 'PostgreSQL', 'SQLite']","['Firebase', 'Google Cloud', 'Microsoft Azure']","['Angular', 'ASP.NET CORE', 'Blazor', 'Node.js']","['Docker', 'Kubernetes', 'MSBuild', 'NuGet', 'Terraform']"
100962.0,25-34 years old,14,10,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Developer Advocate,"Employed, full-time",['Ruby'],[],['Fly.io'],['Ruby on Rails'],"['Docker', 'Homebrew', 'npm']"
195000.0,55-64 years old,42,42,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['C#', 'SQL']","['PostgreSQL', 'SQLite']",['Digital Ocean'],"['ASP.NET CORE', 'Blazor']","['Docker', 'Homebrew', 'Kubernetes', 'npm']"
200000.0,25-34 years old,12,9,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile","Employed, full-time","['Java', 'Kotlin', 'Python', 'Swift']",['SQLite'],"['Amazon Web Services (AWS)', 'Google Cloud']",[],['Gradle']
75184.0,25-34 years old,15,7,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Academic researcher,"Employed, full-time;Student, full-time;Independent contractor, freelancer, or self-employed","['HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'Python', 'SQL']","['MySQL', 'PostgreSQL', 'SQLite']","['Amazon Web Services (AWS)', 'Microsoft Azure']",['WordPress'],"['Docker', 'Homebrew', 'Kubernetes', 'Maven (build tool)', 'npm', 'Pip', 'Terraform', 'Yarn']"
17772.0,18-24 years old,5,2,Ukraine,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","Employed, full-time;Not employed, but looking for work","['HTML/CSS', 'JavaScript', 'TypeScript']",[],[],['React'],"['npm', 'pnpm', 'Vite', 'Webpack', 'Yarn']"
150000.0,35-44 years old,26,17,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['Elixir', 'Go', 'JavaScript', 'Rust']",['PostgreSQL'],['Amazon Web Services (AWS)'],[],"['Docker', 'Podman']"
24113.0,25-34 years old,7,3,Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,"Employed, full-time","['Dart', 'Go', 'HTML/CSS', 'Java', 'Python', 'SQL']","['PostgreSQL', 'SQLite']","['Amazon Web Services (AWS)', 'Hetzner', 'Vultr']","['Django', 'Flask']",[]
52629.0,25-34 years old,8,2,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end","Employed, full-time","['C#', 'HTML/CSS', 'JavaScript', 'Swift', 'TypeScript']",[],[],['React'],"['Docker', 'Homebrew', 'npm', 'Vite']"
